Customer Key,GeographyKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,Country,Date First Purchase,Customer Type,Company Name
3018,688,14017,,"Rodriguez, Chloe",1980/11/22,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Diego,California,United States,2002/08/01,Person,
3025,520,14024,,"Moore, Hannah",1975/12/23,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Oakland,California,United States,2002/08/26,Person,
3271,643,14270,,"Ross, James",1975/01/25,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,La Jolla,California,United States,2002/12/23,Person,
3274,690,14273,,"Parker, Angel",1973/05/05,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Gabriel,California,United States,2004/03/09,Person,
3853,502,14852,,"Gonzalez, Adam",1978/11/13,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lemon Grove,California,United States,2002/04/06,Person,
4006,652,15005,,"Cooper, Adrian",1978/09/20,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Long Beach,California,United States,2002/06/18,Person,
4014,494,15013,,"Campbell, Julia",1976/11/13,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Imperial Beach,California,United States,2003/11/04,Person,
4434,470,15433,,"Sharma, Adam",1978/08/18,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Concord,California,United States,2002/12/07,Person,
5338,625,16337,,"White, Jose",1977/07/06,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,2004/05/29,Person,
5921,560,16920,,"Stewart, Eduardo",1979/01/17,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Torrance,California,United States,2003/09/25,Person,
5925,470,16924,,"Price, Julia",1978/11/05,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Concord,California,United States,2003/10/23,Person,
5926,472,16925,,"Patterson, Spencer",1978/07/21,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Daly City,California,United States,2003/10/11,Person,
6490,633,17489,,"Evans, Jack",1977/11/21,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Glendale,California,United States,2003/11/30,Person,
6491,494,17490,,"Moore, Grace",1977/09/08,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Imperial Beach,California,United States,2004/05/08,Person,
7362,570,18361,,"Simmons, Marcus",1979/12/26,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,West Covina,California,United States,2004/04/09,Person,
7367,643,18366,,"Richardson, Alexandria",1978/05/25,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,La Jolla,California,United States,2004/04/17,Person,
7456,619,18455,,"Wu, Alejandro",1977/09/25,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Coronado,California,United States,2004/05/19,Person,
7457,488,18456,,"Bailey, Timothy",1977/09/05,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Grossmont,California,United States,2004/05/07,Person,
7478,505,18477,,"Hughes, Angelica",1973/08/10,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lincoln Acres,California,United States,2003/08/27,Person,
7894,494,18893,,"White, Devin",1977/06/15,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Imperial Beach,California,United States,2003/09/17,Person,
7921,538,18920,,"Young, Jonathan",1973/05/19,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Redwood City,California,United States,2004/07/21,Person,
8671,443,19670,,"Gutierrez, Erik",1978/03/16,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Burbank,California,United States,2003/09/14,Person,
8759,707,19758,,"Wright, Alex",1976/12/25,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Woodland Hills,California,United States,2003/09/07,Person,
8761,488,19760,,"Russell, Sydney",1976/05/02,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Grossmont,California,United States,2003/11/27,Person,
8778,653,19777,,"Thomas, Jonathan",1975/05/19,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Los Angeles,California,United States,2004/01/29,Person,
9435,494,20434,,"Sharma, Nathan",1975/10/13,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Imperial Beach,California,United States,2004/01/07,Person,
9437,527,20436,,"Barnes, Anna",1975/04/26,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Palo Alto,California,United States,2004/01/31,Person,
9438,570,20437,,"Howard, Gabriella",1975/10/12,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,West Covina,California,United States,2004/01/13,Person,
9440,494,20439,,"Rogers, Chloe",1973/04/04,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Imperial Beach,California,United States,2003/08/28,Person,
9441,538,20440,,"Hughes, Alexandra",1973/05/26,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Redwood City,California,United States,2003/11/27,Person,
10282,610,21281,,"Hill, Andrea",1978/02/27,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Chula Vista,California,United States,2004/04/30,Person,
11062,455,22061,,"Goel, Jenny",1978/09/20,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Cerritos,California,United States,2004/06/28,Person,
11063,475,22062,,"Flores, Cameron",1978/04/28,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Downey,California,United States,2004/06/22,Person,
11166,633,22165,,"Perez, Aaron",1976/11/01,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Glendale,California,United States,2003/11/19,Person,
11187,546,22186,,"Foster, Jonathan",1975/10/04,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Carlos,California,United States,2004/06/25,Person,
12092,643,23091,,"Peterson, Richard",1977/02/06,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,La Jolla,California,United States,2004/05/27,Person,
12111,633,23110,,"Gonzalez, Mackenzie",1975/09/26,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Glendale,California,United States,2003/11/27,Person,
12112,505,23111,,"Wright, Sara",1975/01/17,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lincoln Acres,California,United States,2003/11/29,Person,
13263,643,24262,,"Thomas, Daniel",1977/03/16,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,La Jolla,California,United States,2003/12/26,Person,
13296,527,24295,,"Barnes, Natalie",1973/03/26,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Palo Alto,California,United States,2004/06/11,Person,
14009,472,25008,,"Perry, Haley",1978/05/20,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Daly City,California,United States,2004/06/21,Person,
14015,505,25014,,"Reed, Juan",1978/08/16,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lincoln Acres,California,United States,2004/06/12,Person,
14045,707,25044,,"Bailey, Emma",1975/08/10,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Woodland Hills,California,United States,2003/11/21,Person,
14918,625,25917,,"Long, Kyle",1978/03/25,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,2001/11/01,Person,
14934,631,25933,,"Stewart, Dalton",1977/06/05,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Fremont,California,United States,2004/02/29,Person,
14943,688,25942,,"Brooks, Brianna",1980/01/17,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Diego,California,United States,2001/11/16,Person,
14955,690,25954,,"Carter, Noah",1975/08/10,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,San Gabriel,California,United States,2003/11/28,Person,
14956,547,25955,,"Robinson, Anna",1975/05/16,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Santa Monica,California,United States,2001/12/20,Person,
15546,475,26545,,"Ross, Taylor",1978/01/08,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Downey,California,United States,2002/11/15,Person,
15555,443,26554,,"Garcia, Michael",1977/05/16,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Burbank,California,United States,2004/05/04,Person,
16469,625,27468,,"Powell, Robert",1978/10/12,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,2003/06/19,Person,
16480,633,27479,,"Sanders, Kaitlyn",1977/03/11,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Glendale,California,United States,2003/09/29,Person,
16509,584,27508,,"Edwards, James",1973/02/10,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Berkeley,California,United States,2003/06/17,Person,
17106,475,28105,,"Garcia, Hannah",1977/11/23,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Downey,California,United States,2004/03/13,Person,
18059,619,29058,,"Reed, Olivia",1978/01/03,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Coronado,California,United States,2001/12/07,Person,
18061,643,29060,,"Washington, David",1978/04/01,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,La Jolla,California,United States,2001/12/21,Person,
18077,631,29076,,"Miller, Megan",1977/03/04,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Fremont,California,United States,2004/06/18,Person,
18080,505,29079,,"Rogers, Brian",1976/06/07,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,Lincoln Acres,California,United States,2003/08/01,Person,
18109,625,29108,,"Evans, Seth",1975/06/22,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,2,North America,El Cajon,California,United States,2001/12/12,Person,
963,582,11962,,"Roberts, Alexandra",1976/11/28,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Bellflower,California,United States,2004/02/12,Person,
975,584,11974,,"Sun, Randy",1974/02/07,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Berkeley,California,United States,2004/05/02,Person,
2074,691,13073,,"Lopez, Sydney",1976/01/12,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Santa Cruz,California,United States,2004/05/09,Person,
2075,552,13074,,"Hughes, Grace",1976/09/12,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Spring Valley,California,United States,2003/11/03,Person,
3038,584,14037,,"Sara, Lydia",1974/04/22,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Berkeley,California,United States,2002/09/24,Person,
3286,445,14285,,"Hughes, Taylor",1974/12/04,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,2002/12/01,Person,
4191,445,15190,,"Watson, Katherine",1974/08/19,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,2004/06/07,Person,
5656,645,16655,,"Taylor, Destiny",1976/03/26,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Lakewood,California,United States,2004/03/16,Person,
5674,430,16673,,"Guo, Curtis",1974/05/08,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Beverly Hills,California,United States,2003/12/31,Person,
6508,653,17507,,"Robinson, Alexis",1973/08/15,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Los Angeles,California,United States,2004/02/02,Person,
6521,445,17520,,"Baker, Marcus",1974/09/03,S,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,2004/04/11,Person,
8806,443,19805,,"Butler, Mariah",1974/08/06,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burbank,California,United States,2003/12/25,Person,
8807,445,19806,,"Perez, Nancy",1974/02/22,S,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,2004/02/27,Person,
9444,488,20443,,"Cox, Adrian",1976/04/08,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Grossmont,California,United States,2004/04/06,Person,
9450,445,20449,,"Walker, Rachel",1976/04/07,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,2004/01/11,Person,
9459,445,20458,,"Subram, Erick",1974/11/14,M,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,2003/10/31,Person,
10417,430,21416,,"Butler, Ryan",1974/04/18,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Beverly Hills,California,United States,2004/04/23,Person,
10418,443,21417,,"Torres, Gabrielle",1974/07/04,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burbank,California,United States,2004/04/23,Person,
11191,502,22190,,"Richardson, Carlos",1976/02/18,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Lemon Grove,California,United States,2004/04/24,Person,
12116,610,23115,,"Nicholls, Stephanie",1976/07/17,S,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Chula Vista,California,United States,2003/09/03,Person,
12127,430,23126,,"Van, Carolyn",1974/06/07,M,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Beverly Hills,California,United States,2004/06/12,Person,
12355,582,23354,,"Gomez, Eddie",1974/07/22,S,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Bellflower,California,United States,2003/09/01,Person,
12356,584,23355,,"Serrano, Lance",1974/07/18,S,M,60000,0,0,Partial College,Professional,No Owner,2,North America,Berkeley,California,United States,2004/02/08,Person,
12357,445,23356,,"Ward, Grace",1974/09/10,S,F,60000,0,0,Partial College,Professional,No Owner,2,North America,Burlingame,California,United States,2004/02/08,Person,
12358,445,23357,,"Yang, Micah",1974/05/05,S,M,60000,0,0,Partial College,Professional,House Owner,2,North America,Burlingame,California,United States,2003/10/17,Person,
13298,494,24297,,"Cox, Victoria",1976/10/09,M,F,60000,0,0,Partial College,Professional,House Owner,2,North America,Imperial Beach,California,United States,2003/08/20,Person,
